Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Requires Shipping,Variant Taxable,Image Src,Image Position,Image Alt Text,Status
blue-oval-earrings,Blue Oval Earrings,"<p>Blue oval earring.</p>
<p>Handmade, one-of-a-kind resin art by We're Cured!</p>",We're Cured!,,Earrings,"Jewelry, Earrings",FALSE,Title,Default Title,WC-1914,0,shopify,1,deny,manual,,TRUE,TRUE,https://werecured.ca/images/IMG_1914.jpg,1,Blue oval earring,draft
blue-oval-earrings,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_2183.jpeg,2,Blue oval earrings view 2,
blue-oval-earrings,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_2184.jpeg,3,Blue oval earrings view 3,
blue-oval-earrings,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_2185.jpeg,4,Blue oval earrings view 4,
purple-galaxy-earrings,Purple Galaxy Earrings,"<p>Purple round earring.</p>
<p>Handmade, one-of-a-kind resin art by We're Cured!</p>",We're Cured!,,Earrings,"Jewelry, Earrings",FALSE,Title,Default Title,WC-1915,0,shopify,1,deny,manual,,TRUE,TRUE,https://werecured.ca/images/IMG_1915.jpg,1,Purple round earring,draft
purple-galaxy-earrings,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_2197.jpeg,2,Purple galaxy earrings view 2,
purple-galaxy-earrings,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_2198.jpeg,3,Purple galaxy earrings view 3,
purple-galaxy-earrings,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_2199.jpeg,4,Purple galaxy earrings view 4,
purple-galaxy-earrings,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_2200.jpeg,5,Purple galaxy earrings view 5,
spilled-coffee-earrings,Spilled Coffee Earrings,"<p>Blue spilled coffee mug earrings.</p>
<p>Handmade, one-of-a-kind resin art by We're Cured!</p>",We're Cured!,,Earrings,"Jewelry, Earrings",FALSE,Title,Default Title,WC-2171,0,shopify,1,deny,manual,,TRUE,TRUE,https://werecured.ca/images/IMG_2171.jpeg,1,Blue spilled coffee mug earrings,draft
spilled-coffee-earrings,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_2172.jpeg,2,Spilled coffee earrings view 2,
spilled-coffee-earrings,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_2177.jpeg,3,Spilled coffee earrings view 3,
sea-life-capsule-earrings,Sea Life Capsule Earrings,"<p>Teal capsule earrings with seashells inside.</p>
<p>Handmade, one-of-a-kind resin art by We're Cured!</p>",We're Cured!,,Earrings,"Jewelry, Earrings",FALSE,Title,Default Title,WC-2174,0,shopify,1,deny,manual,,TRUE,TRUE,https://werecured.ca/images/IMG_2174.jpeg,1,Teal capsule earrings with seashells inside,draft
sea-life-capsule-earrings,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_2175.jpeg,2,Seashell capsule earrings view 2,
sea-life-capsule-earrings,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_2176.jpeg,3,Seashell capsule earrings view 3,
frosted-periwinkle-teardrop-earrings,Frosted Periwinkle Teardrop Earrings,"<p>Periwinkle teardrop earrings.</p>
<p>Handmade, one-of-a-kind resin art by We're Cured!</p>",We're Cured!,,Earrings,"Jewelry, Earrings",FALSE,Title,Default Title,WC-2186,0,shopify,1,deny,manual,,TRUE,TRUE,https://werecured.ca/images/IMG_2186.jpeg,1,Periwinkle teardrop earrings,draft
frosted-periwinkle-teardrop-earrings,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_2187.jpeg,2,Periwinkle teardrop earrings view 2,
frosted-periwinkle-teardrop-earrings,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_2188.jpeg,3,Periwinkle teardrop earrings view 3,
frosted-periwinkle-square-earrings,Frosted Periwinkle Square Earrings,"<p>Pale blue marble square earrings.</p>
<p>Handmade, one-of-a-kind resin art by We're Cured!</p>",We're Cured!,,Earrings,"Jewelry, Earrings",FALSE,Title,Default Title,WC-2189,0,shopify,1,deny,manual,,TRUE,TRUE,https://werecured.ca/images/IMG_2189.jpeg,1,Pale blue marble square earrings,draft
frosted-periwinkle-square-earrings,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_2190.jpeg,2,Blue marble square earrings view 2,
frosted-periwinkle-square-earrings,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_2191.jpeg,3,Blue marble square earrings view 3,
frosted-periwinkle-square-earrings,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_2192.jpeg,4,Blue marble square earrings view 4,
emerald-leaf-earrings,Emerald Leaf Earrings,"<p>Green sparkly leaf oval earrings.</p>
<p>Handmade, one-of-a-kind resin art by We're Cured!</p>",We're Cured!,,Earrings,"Jewelry, Earrings",FALSE,Title,Default Title,WC-2193,0,shopify,1,deny,manual,,TRUE,TRUE,https://werecured.ca/images/IMG_2193.jpeg,1,Green sparkly leaf oval earrings,draft
emerald-leaf-earrings,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_2194.jpeg,2,Emerald leaf earrings view 2,
emerald-leaf-earrings,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_2195.jpeg,3,Emerald leaf earrings view 3,
emerald-leaf-earrings,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_2196.jpeg,4,Emerald leaf earrings view 4,
electric-blue-oval-earrings,Electric Blue Oval Earrings,"<p>Electric blue oval earrings.</p>
<p>Handmade, one-of-a-kind resin art by We're Cured!</p>",We're Cured!,,Earrings,"Jewelry, Earrings",FALSE,Title,Default Title,WC-2201,0,shopify,1,deny,manual,,TRUE,TRUE,https://werecured.ca/images/IMG_2201.jpeg,1,Electric blue oval earrings,draft
electric-blue-oval-earrings,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_2202.jpeg,2,Electric blue oval earrings view 2,
electric-blue-oval-earrings,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_2203.jpeg,3,Electric blue oval earrings view 3,
electric-blue-oval-earrings,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_2204.jpeg,4,Electric blue oval earrings view 4,
navy-daisy-set-of-4,Navy Daisy Set of 4,"<p>Navy blue daisy flower coaster set.</p>
<p>Handmade, one-of-a-kind resin art by We're Cured!</p>",We're Cured!,,Coasters,"Coasters, Home",FALSE,Title,Default Title,WC-1917,0,shopify,1,deny,manual,,TRUE,TRUE,https://werecured.ca/images/IMG_1917.jpg,1,Navy blue daisy flower coaster set,draft
navy-daisy-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_1998.jpeg,2,Navy daisy coaster view 2,
navy-daisy-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_1999.jpeg,3,Navy daisy coaster view 3,
white-daisy-set-of-4,White Daisy Set of 4,"<p>Clear white daisy coaster set.</p>
<p>Handmade, one-of-a-kind resin art by We're Cured!</p>",We're Cured!,,Coasters,"Coasters, Home",FALSE,Title,Default Title,WC-1918,0,shopify,1,deny,manual,,TRUE,TRUE,https://werecured.ca/images/IMG_1918.jpg,1,Clear white daisy coaster set,draft
white-daisy-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_2012.jpeg,2,White daisy coaster view 2,
white-daisy-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_2013.jpeg,3,White daisy coaster view 3,
white-daisy-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_2018.jpeg,4,White daisy coaster view 4,
red-poppy-set-of-4,Red Poppy Set of 4,"<p>Red poppy coaster set.</p>
<p>Handmade, one-of-a-kind resin art by We're Cured!</p>",We're Cured!,,Coasters,"Coasters, Home",FALSE,Title,Default Title,WC-1920,0,shopify,1,deny,manual,,TRUE,TRUE,https://werecured.ca/images/IMG_1920.jpg,1,Red poppy coaster set,draft
red-poppy-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_2033.jpeg,2,Red poppy coaster view 2,
red-poppy-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_2036.jpeg,3,Red poppy coaster view 3,
blue-geode-set-of-4,Blue Geode Set of 4,"<p>Blue teal lacy flower coaster set.</p>
<p>Handmade, one-of-a-kind resin art by We're Cured!</p>",We're Cured!,,Coasters,"Coasters, Home",FALSE,Title,Default Title,WC-1921,0,shopify,1,deny,manual,,TRUE,TRUE,https://werecured.ca/images/IMG_1921.jpg,1,Blue teal lacy flower coaster set,draft
blue-geode-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_2024.jpeg,2,Blue lace flower coaster view 2,
blue-geode-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_2025.jpeg,3,Blue lace flower coaster view 3,
teal-marigold-set-of-4,Teal Marigold Set of 4,"<p>Teal marigold coaster set of 4.</p>
<p>Handmade, one-of-a-kind resin art by We're Cured!</p>",We're Cured!,,Coasters,"Coasters, Home",FALSE,Title,Default Title,WC-2044,0,shopify,1,deny,manual,,TRUE,TRUE,https://werecured.ca/images/IMG_2044.jpeg,1,Teal marigold coaster set of 4,draft
teal-marigold-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_2045.jpeg,2,Teal marigold coaster view 2,
teal-marigold-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_2046.jpeg,3,Teal marigold coaster view 3,
blue-burst-set-of-4,Blue Burst Set of 4,"<p>Blue red ornate flower coaster set.</p>
<p>Handmade, one-of-a-kind resin art by We're Cured!</p>",We're Cured!,,Coasters,"Coasters, Home",FALSE,Title,Default Title,WC-1922,0,shopify,1,deny,manual,,TRUE,TRUE,https://werecured.ca/images/IMG_1922.jpg,1,Blue red ornate flower coaster set,draft
blue-burst-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_2005.jpeg,2,Blue burst coaster view 2,
blue-burst-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_2006.jpeg,3,Blue burst coaster view 3,
purple-daisy-set-of-4,Purple Daisy Set of 4,"<p>Purple daisy coaster set.</p>
<p>Handmade, one-of-a-kind resin art by We're Cured!</p>",We're Cured!,,Coasters,"Coasters, Home",FALSE,Title,Default Title,WC-1923,0,shopify,1,deny,manual,,TRUE,TRUE,https://werecured.ca/images/IMG_1923.jpg,1,Purple daisy coaster set,draft
purple-daisy-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_2010.jpeg,2,Purple daisy coaster view 2,
purple-daisy-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_2011.jpeg,3,Purple daisy coaster view 3,
monster-splat-set-of-4,Monster Splat Set of 4,"<p>Bright neon splat coasters with googly eyes.</p>
<p>Handmade, one-of-a-kind resin art by We're Cured!</p>
<p>✨ Glows in the dark!</p>",We're Cured!,,Coasters,"Coasters, Home, Glow in the dark",FALSE,Title,Default Title,WC-1924,0,shopify,1,deny,manual,,TRUE,TRUE,https://werecured.ca/images/IMG_1924.jpg,1,Bright neon splat coasters with googly eyes,draft
monster-splat-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_2037.jpeg,2,Monster splat coasters glowing under UV light,
ocean-bubble-set-of-4,Ocean Bubble Set of 4,"<p>Blue bubble round coaster set.</p>
<p>Handmade, one-of-a-kind resin art by We're Cured!</p>",We're Cured!,,Coasters,"Coasters, Home",FALSE,Title,Default Title,WC-1925,0,shopify,1,deny,manual,,TRUE,TRUE,https://werecured.ca/images/IMG_1925.jpg,1,Blue bubble round coaster set,draft
ocean-bubble-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_2030.jpeg,2,Ocean bubble coaster view 2,
ocean-bubble-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_2031.jpeg,3,Ocean bubble coaster view 3,
ocean-bubble-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_2032.jpeg,4,Ocean bubble coaster view 4,
nebula-square-set-of-4,Nebula Square Set of 4,"<p>Purple red square coaster set.</p>
<p>Handmade, one-of-a-kind resin art by We're Cured!</p>",We're Cured!,,Coasters,"Coasters, Home",FALSE,Title,Default Title,WC-1939,0,shopify,1,deny,manual,,TRUE,TRUE,https://werecured.ca/images/IMG_1939.jpg,1,Purple red square coaster set,draft
nebula-square-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_2028.jpeg,2,Nebula square coaster view 2,
nebula-square-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_2029.jpeg,3,Nebula square coaster view 3,
violet-bloom-set-of-4,Violet Bloom Set of 4,"<p>Purple daisy coaster set.</p>
<p>Handmade, one-of-a-kind resin art by We're Cured!</p>",We're Cured!,,Coasters,"Coasters, Home",FALSE,Title,Default Title,WC-1940,0,shopify,1,deny,manual,,TRUE,TRUE,https://werecured.ca/images/IMG_1940.jpg,1,Purple daisy coaster set,draft
violet-bloom-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_2007.jpeg,2,Violet bloom coaster view 2,
violet-bloom-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_2008.jpeg,3,Violet bloom coaster view 3,
violet-bloom-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_2009.jpeg,4,Violet bloom coaster view 4,
velvet-colorshift-set-of-4,Velvet Colorshift Set of 4,"<p>Iridescent round coaster set.</p>
<p>Handmade, one-of-a-kind resin art by We're Cured!</p>",We're Cured!,,Coasters,"Coasters, Home",FALSE,Title,Default Title,WC-1943,0,shopify,1,deny,manual,,TRUE,TRUE,https://werecured.ca/images/IMG_1943.jpg,1,Iridescent round coaster set,draft
velvet-colorshift-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_1988.jpeg,2,Aurora round coaster view 2,
velvet-colorshift-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_2042.jpeg,3,Aurora round coaster view 3,
velvet-colorshift-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_2043.jpeg,4,Aurora round coaster view 4,
silver-moon-set-of-4,Silver Moon Set of 4,"<p>Grey silver bubble coaster set.</p>
<p>Handmade, one-of-a-kind resin art by We're Cured!</p>",We're Cured!,,Coasters,"Coasters, Home",FALSE,Title,Default Title,WC-1944,0,shopify,1,deny,manual,,TRUE,TRUE,https://werecured.ca/images/IMG_1944.jpg,1,Grey silver bubble coaster set,draft
silver-moon-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_2016.jpeg,2,Silver foam coaster view 2,
silver-moon-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_2017.jpeg,3,Silver foam coaster view 3,
tropical-storm-set-of-4,Tropical Storm Set of 4,"<p>Aqua red teal abstract coaster set.</p>
<p>Handmade, one-of-a-kind resin art by We're Cured!</p>",We're Cured!,,Coasters,"Coasters, Home",FALSE,Title,Default Title,WC-1945,0,shopify,1,deny,manual,,TRUE,TRUE,https://werecured.ca/images/IMG_1945.jpg,1,Aqua red teal abstract coaster set,draft
tropical-storm-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_2003.jpeg,2,Tropical storm coaster view 2,
tropical-storm-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_2004.jpeg,3,Tropical storm coaster view 3,
green-star-flower-set-of-4,Green Star Flower Set of 4,"<p>Clear coasters with green flower.</p>
<p>Handmade, one-of-a-kind resin art by We're Cured!</p>",We're Cured!,,Coasters,"Coasters, Home",FALSE,Title,Default Title,WC-1946,0,shopify,1,deny,manual,,TRUE,TRUE,https://werecured.ca/images/IMG_1946.jpg,1,Clear coasters with green flower,draft
green-star-flower-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_2001.jpeg,2,Green star flower coaster view 2,
green-star-flower-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_2002.jpeg,3,Green star flower coaster view 3,
neon-blob-set-of-4,Neon Blob Set of 4,"<p>Bright neon blob coaster set.</p>
<p>Handmade, one-of-a-kind resin art by We're Cured!</p>
<p>✨ Glows in the dark!</p>",We're Cured!,,Coasters,"Coasters, Home, Glow in the dark",FALSE,Title,Default Title,WC-1947,0,shopify,1,deny,manual,,TRUE,TRUE,https://werecured.ca/images/IMG_1947.jpg,1,Bright neon blob coaster set,draft
neon-blob-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_2038.jpeg,2,Neon blob coasters glowing under UV light,
neon-blob-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_2039.jpeg,3,Neon blob coasters view 3,
rose-garden-set-of-4,Rose Garden Set of 4,"<p>Clear round coasters with rose flower.</p>
<p>Handmade, one-of-a-kind resin art by We're Cured!</p>",We're Cured!,,Coasters,"Coasters, Home",FALSE,Title,Default Title,WC-1949,0,shopify,1,deny,manual,,TRUE,TRUE,https://werecured.ca/images/IMG_1949.jpg,1,Clear round coasters with rose flower,draft
rose-garden-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_1993.jpeg,2,Rose garden coaster view 2,
rose-garden-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_1994.jpeg,3,Rose garden coaster view 3,
ocean-marble-set-of-4,Ocean Marble Set of 4,"<p>Blue green brown marble oval coaster set.</p>
<p>Handmade, one-of-a-kind resin art by We're Cured!</p>",We're Cured!,,Coasters,"Coasters, Home",FALSE,Title,Default Title,WC-1952,0,shopify,1,deny,manual,,TRUE,TRUE,https://werecured.ca/images/IMG_1952.jpg,1,Blue green brown marble oval coaster set,draft
ocean-marble-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_1995.jpeg,2,Ocean marble coaster view 2,
ocean-marble-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_1997.jpeg,3,Ocean marble coaster view 3,
sunflower-set-of-4,Sunflower Set of 4,"<p>White clear coasters with yellow sunflower.</p>
<p>Handmade, one-of-a-kind resin art by We're Cured!</p>",We're Cured!,,Coasters,"Coasters, Home",FALSE,Title,Default Title,WC-1953,0,shopify,1,deny,manual,,TRUE,TRUE,https://werecured.ca/images/IMG_1953.jpg,1,White clear coasters with yellow sunflower,draft
sunflower-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_1991.jpeg,2,Sunflower coaster view 2,
sunflower-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_1992.jpeg,3,Sunflower coaster view 3,
autumn-bloom-set-of-4,Autumn Bloom Set of 4,"<p>Clear round coasters with orange flower.</p>
<p>Handmade, one-of-a-kind resin art by We're Cured!</p>",We're Cured!,,Coasters,"Coasters, Home",FALSE,Title,Default Title,WC-1954,0,shopify,1,deny,manual,,TRUE,TRUE,https://werecured.ca/images/IMG_1954.jpg,1,Clear round coasters with orange flower,draft
autumn-bloom-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_2019.jpeg,2,Autumn bloom coaster view 2,
autumn-bloom-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_2021.jpeg,3,Autumn bloom coaster view 3,
golden-sunflower-set-of-4,Golden Sunflower Set of 4,"<p>Yellow orange sunflower coaster set.</p>
<p>Handmade, one-of-a-kind resin art by We're Cured!</p>",We're Cured!,,Coasters,"Coasters, Home",FALSE,Title,Default Title,WC-1955,0,shopify,1,deny,manual,,TRUE,TRUE,https://werecured.ca/images/IMG_1955.jpg,1,Yellow orange sunflower coaster set,draft
golden-sunflower-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_2026.jpeg,2,Golden sunflower coaster view 2,
golden-sunflower-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_2027.jpeg,3,Golden sunflower coaster view 3,
blue-anemone-set-of-4,Blue Anemone Set of 4,"<p>Blue teal flower coaster set with purple stamen.</p>
<p>Handmade, one-of-a-kind resin art by We're Cured!</p>",We're Cured!,,Coasters,"Coasters, Home",FALSE,Title,Default Title,WC-2205,0,shopify,1,deny,manual,,TRUE,TRUE,https://werecured.ca/images/IMG_2205.jpeg,1,Blue teal flower coaster set with purple stamen,draft
blue-anemone-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_2022.jpeg,2,Blue anemone coaster view 2,
blue-anemone-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_2023.jpeg,3,Blue anemone coaster view 3,
koi-pond-set-of-4,Koi Pond Set of 4,"<p>Koi fish pond coaster set of 4 with lily pads and plants.</p>
<p>Handmade, one-of-a-kind resin art by We're Cured!</p>",We're Cured!,,Coasters,"Coasters, Home",FALSE,Title,Default Title,WC-2206,0,shopify,1,deny,manual,,TRUE,TRUE,https://werecured.ca/images/IMG_2206.jpeg,1,Koi fish pond coaster set of 4 with lily pads and plants,draft
koi-pond-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_2207.jpeg,2,Koi pond coaster view 2,
koi-pond-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_2208.jpeg,3,Koi pond coaster view 3,
koi-pond-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_2209.jpeg,4,Koi pond coaster view 4,
koi-pond-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_2210.jpeg,5,Koi pond coaster view 5,
purple-peony-set-of-4,Purple Peony Set of 4,"<p>Purple peony flower coaster set of 4.</p>
<p>Handmade, one-of-a-kind resin art by We're Cured!</p>",We're Cured!,,Coasters,"Coasters, Home",FALSE,Title,Default Title,WC-2211,0,shopify,1,deny,manual,,TRUE,TRUE,https://werecured.ca/images/IMG_2211.jpeg,1,Purple peony flower coaster set of 4,draft
purple-peony-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_2212.jpeg,2,Purple peony coaster close-up,
midnight-iridescence-set-of-3,Midnight Iridescence Set of 3,"<p>Set of 3 dark iridescent resin coasters.</p>
<p>Handmade, one-of-a-kind resin art by We're Cured!</p>",We're Cured!,,Coasters,"Coasters, Home",FALSE,Title,Default Title,WC-2,0,shopify,1,deny,manual,,TRUE,TRUE,https://werecured.ca/images/New_MidnightIridescence_2.jpeg,1,Set of 3 dark iridescent resin coasters,draft
midnight-iridescence-set-of-3,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/New_MidnightIridescence_1.jpeg,2,Single midnight iridescence coaster close-up,
midnight-iridescence-set-of-3,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_2816.jpeg,3,Dark Prism coaster with iridescent rainbow foil shards,
shimmer-bloom-set-of-4,Shimmer Bloom Set of 4,"<p>Set of 4 dark purple shimmer bloom resin coasters.</p>
<p>Handmade, one-of-a-kind resin art by We're Cured!</p>",We're Cured!,,Coasters,"Coasters, Home",FALSE,Title,Default Title,WC-2818,0,shopify,1,deny,manual,,TRUE,TRUE,https://werecured.ca/images/IMG_2818.jpeg,1,Set of 4 dark purple shimmer bloom resin coasters,draft
shimmer-bloom-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_2819.jpeg,2,Shimmer bloom coaster close-up,
wine-on-the-beach-set-of-4,Wine on the Beach Set of 4,"<p>Set of 4 wine glasses with blue resin seashell coaster bases.</p>
<p>Handmade, one-of-a-kind resin art by We're Cured!</p>",We're Cured!,,Coasters,"Coasters, Home",FALSE,Title,Default Title,WC-2820,0,shopify,1,deny,manual,,TRUE,TRUE,https://werecured.ca/images/IMG_2820.jpeg,1,Set of 4 wine glasses with blue resin seashell coaster bases,draft
wine-on-the-beach-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_2821.jpeg,2,Wine on the beach glass coaster base close-up,
wine-on-the-beach-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_2822.jpeg,3,Wine on the beach glass coaster bases view 3,
crackling-rose-set-of-4,Crackling Rose Set of 4,"<p>Set of 4 rose-shaped coasters in purple, red, orange, and blue.</p>
<p>Handmade, one-of-a-kind resin art by We're Cured!</p>",We're Cured!,,Coasters,"Coasters, Home",FALSE,Title,Default Title,WC-3039,0,shopify,1,deny,manual,,TRUE,TRUE,https://werecured.ca/images/IMG_3039.jpeg,1,"Set of 4 rose-shaped coasters in purple, red, orange, and blue",draft
crackling-rose-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3040.jpeg,2,Crackling Rose coasters top view,
crackling-rose-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3041.jpeg,3,Red and blue Crackling Rose coasters close-up,
crackling-rose-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3042.jpeg,4,Purple and orange Crackling Rose coasters close-up,
crackling-rose-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3293.jpeg,5,Red Crackling Rose coaster,
crackling-rose-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3294.jpeg,6,Red Crackling Rose coaster detail,
crackling-rose-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3295.jpeg,7,Blue Crackling Rose coaster detail,
crackling-rose-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3296.jpeg,8,Blue Crackling Rose coaster,
crackling-rose-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3297.jpeg,9,Orange Crackling Rose coaster,
crackling-rose-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3298.jpeg,10,Orange Crackling Rose coaster detail,
crackling-rose-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3299.jpeg,11,Purple Crackling Rose coaster,
crackling-rose-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3300.jpeg,12,Purple Crackling Rose coaster detail,
emerald-geode-set-of-4,Emerald Geode Set of 4,"<p>Set of 4 green geode resin coasters with crystal edges.</p>
<p>Handmade, one-of-a-kind resin art by We're Cured!</p>",We're Cured!,,Coasters,"Coasters, Home",FALSE,Title,Default Title,WC-3043,0,shopify,1,deny,manual,,TRUE,TRUE,https://werecured.ca/images/IMG_3043.jpeg,1,Set of 4 green geode resin coasters with crystal edges,draft
emerald-geode-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3044.jpeg,2,Emerald Geode coasters top view,
emerald-geode-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3045.jpeg,3,Emerald Geode coaster crystal edge close-up,
emerald-geode-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3301.jpeg,4,Emerald Geode coaster individual,
emerald-geode-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3302.jpeg,5,Emerald Geode coaster held in hand,
emerald-geode-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3303.jpeg,6,Emerald Geode coaster detail,
